title,company,location,link
수소연료전지 무인항공기/드론 개발 인원 채용,하이리움산업(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41304624
[기구설계그룹]기구설계 부문 신입/경력직 채용의 건,(주)필에너지,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41352498
[구매팀] 구매 경력직 채용의 건,(주)필에너지,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41422206
[비엘코스메틱] 품질관리팀 팀장급 정규직채용,(주)비엘코스메틱,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41443197
에어컨부품 생산직 모집.,(주)비에스파트너,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41443087
[쿠팡 CFS] 용인 신선센터 인사팀(HR) 직원 채용,쿠팡풀필먼트서비스(유),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41379410
"2021 하반기 강사, 행정부문 공개 채용",(주)이언에듀케이션,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41264742
유일미크론 각 부문별 채용,유일미크론,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41423679
[근무환경깨끗]안성/화장품인쇄물/검사/포장/동반가능/주부가능,(주)대한글로벌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41447528
LG 계열 반도체 #상여100 #수당지급 #단순업무 #동반가능,세인글로벌,충남,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41257934
[월400/전국/기숙사무료] 2교대 생산팀 식사/휴게시간 급여포함,(주)케이앤비이,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41350875
(주)큐드 하반기 각 부문별 채용,(주)큐드,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41303947
온라인 CS / 영업지원 / 영업관리 사무직 채용(통근차량운행),(주)듀크네트웍스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41408327
생산·제조(가전제품 조립) 부문 담당자 채용 (통근차량운행),(주)캐로스컴퍼니,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41408557
[신입&경력] 자재관리 정규직 채용(평택진위),(주)큐빗,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41441045
2021 영상사업팀 PD/조감독 및 팀원 모집,(주)다빈치컴퍼니,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41443078
[만근수당/성과금/교대수당/기숙사] 외국계 의료진단키트 생산직 사원모집,주식회사 휴제이모스트,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41095266
[월 400만원] 식품 단순 가공포장 / 시급 12000 / 주야2교대,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41284017
[월 400만원] 파리바게트/베스킨라빈스 시급 12000 / 주야2교대 / 초보가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41321792
[상여300/기숙사 무료지원/합격률높음] 연봉4300/월 410만원,제이제이워크,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41349024
[시급12000원] 식품 단순 가공포장등 / 주야2교대 / 초보가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41366637
[월 400만원] 대기업 단순 제조포장 / 시급12000원 / 주급가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41376642
[월 400만원] 대기업 단순 제조생산 / 시급12000원 / 기숙사가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41412794
[월 400만원] 대기업 단순 식품 가공 / 시급12000원 / 초보가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41430567
[월 400만원] SPC 대기업 단순 식품 가공 / 시급12000원,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41447331
[LG전자 칠러공장 ]행정사무직 채용(셔틀운행),(주)서울커뮤니케이션,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41385342
[연봉 2800만원] 반도체설비 제조 - 신입/경력 채용,Ratel,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41394264
[LG전자/연봉2900만원]사무(비용/사무지원)업무 채용(셔틀운행),(주)서울커뮤니케이션,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41453619
[월 400만원] 파리바게트 / 시급 12000 / 주야2교대 / 초보가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41241536
동탄 반도체 [정규직] 사원모집 /청년 내일채움공제 사업장/,다원코리아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41268240
안산/상여300/연봉4500/무료기숙사/동반가능/신입환영,인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41040861
(부품검사원)전자제품 제조 및 단순검사원 모집(복지공고확인 必,와이앤에스,충남,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41323601
[쉬움/업무난이도최하/고급여/당일면접]화재 및 안전감시단 모집,제이피스(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41349114
[상여500] 반도체 장비부품 / 품질 및 생산 / 초보 가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41376754
"[주5일/상여250프로] 창고관리 (교통비10만,출퇴근가능자)",(주)제이에이치컨설팅,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41381467
[상여500] 반도체 장비부품 / 품질 및 생산 / 신입지원 가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41412855
[상여500] 반도체 장비부품 / 품질 생산 / 신입지원 가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41430575
"수입차 출고장(시급9335원,기숙사,통근버스,주5일제,연령무관)",주식회사 디아이솔루션,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41429564
한달교대  월 340이상  조립&포장  정규직&계약직 모집,주식회사 제이앤씨솔루션,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41441709
반도체(웨이퍼)부품 조립/검사/QC/자재 생산직 사원 大모집,제이앤피시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41442439
[주/야] 월 350이상  조립&포장  일난이도쉬움,주식회사 제이앤씨솔루션,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41446417
[주 4일 평일근무] 일맥한의원 분당점 치료실 선생님추가모집,일맥한의원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41259001
[상여500] 반도체 장비부품 제조 / 품질 및 생산 / 초보 가능,(주)태성시스템,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41241579
"품질경영(QA, QC) / 전기안전관리자 부문 신입 및 경력 모집",(주)에이치알에스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41324634
생산관리 부문 신입사원 채용 (관리 정규직),(주)에이치알에스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41324683
[연봉4200/상여300/5조2교대/기숙사/통근/동반/합격률]안산FPCB,인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41324458
[대기업/연봉4200/상여300/5조2교대/기숙사/통근/동반]안산FPCB,인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41357065
[동반/가불/연봉4500/상여300/무료기숙사/통근/합격률] 안산FPCB,인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41357044
[연봉4200/상여300/5조2교대/기숙사/통근/동반/합격률]안산FPCB,인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41390993
안산FPCB[연봉4500/상여300/무료기숙사/통근/가불/동반/합격률],인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41390946
[안산 대기업/상여300/3조2교대/기숙사/통근/동반/합격률]안산FPCB,인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41432762
[포승공단] 만도 평택물류센터 지게차(주간2교대) 정규직 채용,(주)빅트리익스프레스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41438784
안산FPCB[연봉4500/상여300/무료기숙사/통근/가불/동반/합격률],인스펌,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41432824
[포승공단] 만도 평택물류센터 사무원 채용(주간2교대),(주)빅트리익스프레스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41438786
[동탄2 한의원] 몸바로한의원 동탄점 직원 모집 공고-경력무관,몸바로 한의원 동탄점,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41187764
[수원/평택] 블리비클리닉 상담실장 추가 모집 #최고대우,(주)블리비네트워크,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41368730
"[LK ENGINEERING] 구매자재, 해외기술영업 직원 모집",(주)엘케이엔지니어링,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41382739
"[LK ENGINEERING] 품질보증, 품질검사 사원 모집",(주)엘케이엔지니어링,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41382741
재활요양병원 행정부장 모십니다.,스타트요양병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41449258
[주식회사 우상] 본사 신입사원 모집,주식회사 우상,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41452992
[정착 지원금60/상여300/무료기숙사] 안산 대기업 제조사원 모집,주식회사 민이산업,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41232141
물류창고 물류팀  정규직 채용합니다.,우신상사(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41383824
"[정규직전환] 대기업 반도체  4조3교대 모집 /통근버스,기숙사",제이피스(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41387971
사무보조 직원 모집합니다,(주)아이씨티컴플라이언스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41455849
(주) 오산배관   경리사원 구합니다.,(주)오산배관,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41455192
마을버스 기사 모집 [경기도 오산시],오산마을버스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41455783
[오산한국병원] 방역지원 선별분류소 환자분류,오산한국병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41412672
[오산한국병원] 심사과 경력직 채용합니다.,오산한국병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41422468
[종합병원] 오산한국병원  전산팀 경력 및 신규 구인,오산한국병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41428005
의료기타직/영양사 정규직 모집합니다(경력),(의)오산의료재단,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41366573
물리치료사,(의)오산의료재단,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41407947
원무 시설 야간 당직자 (의료직 관련 면허 소지자 가산점 부여),(의)오산의료재단,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41127527
크라운제과 오산영업소 물류담당 총무 2명 모집,크라운제과_오산영업소,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41130057
원무과(주간/야간) 모집합니다.,조은오산병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41372114
매장관리/거래처영업/쇼핑몰 외 정규직 채용 공고(각 분야별),알파문구오산점,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41400833
[오산평택/연봉 3500이상] [OB맥주] 수입맥주 영업사원 채용공고,이케이맨파워(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41407678
[오산 롯데캐슬 스카이파크] 공무팀 서무직 채용 - 경력&신입,롯데건설(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41406890
계룡건설 건축공사 계약직 모집 공고(오산원동물류센터),계룡건설산업(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41278931
[한화호텔앤드리조트] 오산물류센터 시설관리교대기사(전기)모집,한화호텔앤드리조트(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41365214
오산 영업소 품질관리 및 영업직원 모집(신입 환영),(주)새롬,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41337961
[한국수출포장 오산공장] 업무팀 신입사원 채용,한국수출포장공업(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41309625
한국수출포장(오산) 업무팀 신입사원 채용,한국수출포장공업(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41404899
[동탄/오산/245만] DHL센터 입고자재관리 정규직 사원 모집,㈜멘토니아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41343100
"[주간/상여금100프로/오산,수원통근] 소형전자제품 생산직",(주)비에스파트너,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41442529
오산 인터넷쇼핑몰 콜센타 상담직원 모집합니다.,(주)지젤,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41277222
[오산 지곶동] 상품 입출고관리 물류직 (주5일 230만원),(주)한품,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41409722
[오산세교] 접수 / 수납   선생님을 모집합니다. (간호조무사필),세교요양병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41383969
[평택 & 오산] 대기업 상담원 채용/ 탄력근무가능/ 육아병행가능,드림파트너스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41321514
오산 2주2교대 이차전지생산 상여100정규직채용 회사복,(주)큐브컴퍼니,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41356618
"원무과 경력 무관 채용 - 오산역 1번출구, 153병원",153병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41269261
"의료(외래/간호사/간호조무사) 채용, 오산역 1번출구, 153병원",153병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41269199
"영양사 구합니다. 오산역 1번출구, 153병원",153병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41303144
"총무과 경력무관 채용, 오산역 1번 출구, 153병원",153병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41302580
오산 스타트병원 신규/정규직 작업치료사 구인공고,스타트요양병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41445274
[버팀병원 오산점]  구매재고관리 및 경영 지원업무 파트 충원,버팀병원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41346608
오산대역 한의원 주4 간호조무사 선생님 구인,세교S한의원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41368503
오산 세교 온사랑한의원 간호조무사 채용(주 4일),온사랑한의원,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41402091
이화다이아몬드공업(주) 생산직 계약직 사원 채용 - 경력무관,이화다이아몬드공업(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41112648
[삼성전자 채용박람회]이화다이아몬드공업(주) 생산 계약직 모집,이화다이아몬드공업(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41305426
테크로스환경서비스 평택사업소 직무별(기계/전기/환경) 채용,(주)테크로스환경서비스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41221138
[BMW 부품물류/안성] 자동차부품 사무 직원 채용(homologation),맨파워코리아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41372119
[평택/외국계/품질] 건설 QA/QC 담당자 채용#,맨파워코리아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41383911
[물류/지게차/설비/통근버스] 다이소 남사허브물류,(주)휴먼코아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41370027
[안성/평택/천안 통근버스있음] 안성 물류센터 주간 정규직채용,(주)휴먼코아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41410911
[주5일/주간고정/통근버스o] 안성 대기업 물류센터 정규직채용,(주)휴먼코아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41429583
[야간고정/20시-05시]안성 신선센터 야간사원 大모집,(주)휴먼코아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41455429
[주야교대/주간고정]송탄안중포승 오뚜기물류일반물류직및지게차,(주)휴먼코아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41257650
홈쇼핑 물류센터 남/여 사원 채용,(주)휴먼코아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41424026
(주)그린파워 품질팀 사원 모집 (사원~대리급),(주)그린파워,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41267757
(주)비엔에이치 대량 채용(평택 수처리사업부),(주)비엔에이치,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41352596
힘들지만 동료를 위해 먼저 헌신할수있는 자재현장 직원모집,(주)선인,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41400717
"건축현장 건축직 직원 채용 ( 서울,김포,화성,수원,아산)",해유건설(주),충남,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41211362
건축현장(김포 오피스텔) 건축공무 직원 채용,해유건설(주),충남,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41269751
(주)져스텍 기술영업팀 신입/경력 모집 공고,(주)져스텍,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41297423
[강남/월220/사무직/금융권] 우리금융캐피탈 금융사무직 채용,에이스휴먼파워(주),서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41358137
[강남/월220/금융사무/대기업] 우리금융캐피탈 사무직 채용,에이스휴먼파워(주),서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41358130
"2021 신입사원 모집[기계설계, 영업지원, 전기제어, 정보처리]",(주)생명과기술,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41456047
[메이저월드(주)] 웹디자이너 사원 모집,메이저월드(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41057531
골프용품 쇼핑몰 물류센터 정직원 모집공고,메이저월드(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41197389
[동탄] 골프 쇼핑몰 MD 신입/경력 모집,메이저월드(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41265026
[외국계/업계1위/연2500만이상]벤츠 안성서비스센터 리셉션 채용,(주)사람인에이치에스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41392959
"품질 관리, 품질 보증, 품질 검사 사원 모집",(주)티에스티,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41408415
매연저감장치 A/S 콜접수 사원 채용,에이치케이엠엔에스(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41351167
"매연저감장치 물류 (입출고, 자재관리) 사원 모집",에이치케이엠엔에스(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41399044
내부회계관리 정규직 직원 채용,(주)대림제지,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41089401
[경기] 구매·자재·물류 외 경력 모집합니다,선린전자(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41124553
(주)알엠 공무/설비보전 경력직 채용공고,(주)알엠,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41268244
㈜모보 생산기술팀(전기 현장사원) 모집,㈜모보,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41387852
생산부(조성) 직원을 구합니다.,(주)대림제지,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41422374
[DI사업팀] 장비 제어 및 SW 개발 경력직 채용,(주)필옵틱스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41371914
품질 및 자재관리직 채용공고,(주)엔케이텍,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41422230
"산업용필터 제조업 경영기획팀 담당자 모집[신입,경력]",(주)앱스필,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41073208
2차전지 유틸리티 자재관리,(주)비비테크,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41431252
2차전지 유틸리티 품질관리,(주)비비테크,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41431211
[와이즈스톤계열사/평택] 소프트웨어 QA 테스터 채용,(주)와이즈스톤,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41367601
"[평택/꿀알바/식사,셔틀버스제공] 국내 중견기업 자재관리 채용",(주)메이크인,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41398936
[주5일/수원경기] 한국쓰리엠 대형마트 영업관리직 대규모 채용,(주)맨파워그룹코리아,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41353255
[평택/식사제공/정규직] 대기업 투자 물류기업 인사기획 채용,(주)메이크인,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41431648
(주) 디케이티 생산관리 신입/경력 사원 모집,(주)디케이티,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41142125
클린룸에서 포장 업무 직원 모집합니다.,(주)선린,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41374241
외장재 시공지원 공사관리 담당자모집(수도권) - 기숙사제공,(주)이넥스월,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41257887
캐드(CAD) 및 시공지원 채용 / 서초구 방배 (기숙사제공),(주)이넥스월,서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41257766
상품입출고 (지게차)(초보자/경력자가능),주식회사 일광산업,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41290157
반도체 장비 배관 / 기구 설계 신입 및 경력자,(주)에이알케이,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41171032
공조설비 유지보수관리직원 모집(삼성전자 기흥/화성 캠퍼스 內),(주)우신엔지니어링,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41230213
공조설비 유지보수관리직원 모집(삼성전자 기흥/화성 캠퍼스 內),(주)우신엔지니어링,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41343027
BMW내쇼날모터스 평택 영업 및 평택 서비스센터 직원 채용,BMW (주)내쇼날모터스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41405578
"(주)피앤씨랩스, 품질실 팀원 채용",(주)피앤씨랩스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41335937
"[경영지원부]회계,인사,총무,법무,자산관리 책임자 채용",(주)한우리식품,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41046227
"제품재고관리 및 출하, 포장 업무분야 정규 및 알바 채용",(주)엠지텍아이엔씨,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41211030
(삼성 반도체) 반도체 설비 엔지니어 '신규' 직원을 모집합니다.,(주)드림솔,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41288994
생산담당(화학 합성공정) 직원을 모집합니다.,㈜청화사,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41353132
[환경센서연구소] 가스센서 연구개발 정규직 채용,(주)센코,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41386950
2021년 하반기 기술영업부(해외영업팀) 정규직 채용,(주)센코,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41443800
비카코리아(주)  영업지원 (Inside Sales) 채용 공고,비카코리아㈜,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41401089
경영지원 및 경리/회계 경력직 -더존 능통자,(주)시스타,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41454659
MCT가공부품 검사 및 출하관리 사원 모집(보충역 가능),(주)삼윤,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41411571
CCTV 및 의료기기 제조 사원 모집,포트로닉(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41258967
문구사무용품 출하관리 및 입출고관리,㈜모든오피스,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41348430
"연구원(화학, 화공, 고분자)",(주)정우정밀화학,경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41416834
[정규직] 품질검사원 모집,티오에스(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41449319
[정규직] 전장작업 및 제작관리 인원 모집,티오에스(주),경기,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41449678
